Grid,xgrid,ygrid,T1_dS2S,T1_dS2S_Uncertainty,T1_Phi,T1_Phi_Uncertainty
1600,139.762303,35.7623228,0.4949,0.6139,51.15,28
1601,139.803968,35.7623228,0.5293,0.6253,49.8,28.81
1602,139.845633,35.7623228,0.5419,0.6124,50.35,28.37
1603,139.887298,35.7623228,0.588,0.609,50.78,29.23
1604,139.928963,35.7623228,0.6512,0.5812,51.32,29.2
1605,139.970628,35.7623228,0.7039,0.5504,50,29.16
1606,140.012293,35.7623228,0.7131,0.5559,50.79,28.79
1607,140.053958,35.7623228,0.7395,0.5611,51.67,29.13
1608,140.095623,35.7623228,0.7392,0.5537,50.86,28.74
1609,140.137288,35.7623228,0.7504,0.5734,50.63,28.27
1610,140.178953,35.7623228,0.7381,0.5635,50.2,28.9
1611,140.220618,35.7623228,0.7083,0.5505,50.85,28.39
1612,140.262283,35.7623228,0.7016,0.5175,51.66,29.31
1613,140.303948,35.7623228,0.6417,0.4722,50.64,28.91
1614,140.345613,35.7623228,0.7264,0.5034,48.94,28.77
1615,140.387278,35.7623228,0.7739,0.5484,50.95,28.37
1616,140.428943,35.7623228,0.7734,0.5771,50.86,28.78
1617,140.470608,35.7623228,0.7592,0.5812,49.66,28.46
1618,140.512273,35.7623228,0.7306,0.5708,48.78,28.01
1619,140.553938,35.7623228,0.7112,0.5691,50.88,28.85
1620,140.595603,35.7623228,0.6972,0.5364,49.33,29.84
1621,140.637268,35.7623228,0.6761,0.5165,49.87,29.15
1622,140.678933,35.7623228,0.6001,0.4839,50.93,28.19
1623,140.720598,35.7623228,0.528,0.4761,49.98,28.38
1624,140.762263,35.7623228,0.4652,0.4942,51.06,28.23
1625,140.803928,35.7623228,0.4091,0.4656,48.86,28.55
1626,140.845593,35.7623228,0.3511,0.5112,49.02,29.41
1627,140.887258,35.7623228,0.2906,0.54,50.07,28.46
1628,140.928923,35.7623228,0.2519,0.5546,50.13,29.22
1629,140.970588,35.7623228,0.206,0.5729,50.91,29.23
1630,141.012253,35.7623228,0.1678,0.5671,49.15,28.88
1631,141.053918,35.7623228,0.1549,0.6348,50.42,28.93
1632,141.095583,35.7623228,0.1599,0.7138,50.65,28.99
1633,138.304028,35.8039878,-0.1717,0.7872,50.76,28.48
1634,138.345693,35.8039878,-0.1879,0.6851,48.51,28.77
1635,138.387358,35.8039878,-0.2029,0.6634,51.03,29.14
1636,138.429023,35.8039878,-0.1585,0.6457,48.83,28.72
1637,138.470688,35.8039878,-0.2155,0.6631,49.1,28.85
1638,138.512353,35.8039878,-0.2273,0.6295,50.55,28.92
1639,138.554018,35.8039878,-0.2093,0.6194,50.22,29.27
1640,138.595683,35.8039878,-0.2161,0.6118,51.08,28.54
1641,138.637348,35.8039878,-0.2484,0.6519,49.41,28.73
1642,138.679013,35.8039878,-0.2533,0.6508,48.87,29.62
1643,138.720678,35.8039878,-0.2983,0.6504,48.69,28.28
1644,138.762343,35.8039878,-0.2891,0.6174,50.8,28.78
1645,138.804008,35.8039878,-0.3148,0.6193,51.01,29.17
1646,138.845673,35.8039878,-0.3076,0.6374,49.51,28.69
1647,138.887338,35.8039878,-0.3102,0.5934,51.53,29.25
1648,138.929003,35.8039878,-0.3685,0.5734,49.6,28.94
1649,138.970668,35.8039878,-0.393,0.5862,49.78,28.66
1650,139.012333,35.8039878,-0.451,0.5354,50.48,28.79
1651,139.053998,35.8039878,-0.4777,0.5346,50.47,28.55
1652,139.095663,35.8039878,-0.4726,0.5044,49.55,28.35
1653,139.137328,35.8039878,-0.4743,0.503,49.42,29.52
1654,139.178993,35.8039878,-0.4044,0.4938,49.55,29.07
1655,139.220658,35.8039878,-0.2263,0.4919,51.44,28.52
1656,139.262323,35.8039878,-0.08876,0.4622,50.2,29.13
1657,139.303988,35.8039878,0.01112,0.5129,51.38,28.94
1658,139.345653,35.8039878,0.1219,0.5211,50.02,29.04
1659,139.387318,35.8039878,0.1971,0.5363,51.21,29.1
1660,139.428983,35.8039878,0.2447,0.5197,50.56,29.36
1661,139.470648,35.8039878,0.2624,0.501,48.16,28.39
1662,139.512313,35.8039878,0.2584,0.4529,48.87,29.12
1663,139.553978,35.8039878,0.1822,0.07696,0.3473,0.05859
1664,139.595643,35.8039878,0.3008,0.4737,50.19,29.44
1665,139.637308,35.8039878,0.3867,0.5387,50.28,28.9
1666,139.678973,35.8039878,0.4243,0.5639,50.64,29.23
1667,139.720638,35.8039878,0.4778,0.589,50.31,28.68
1668,139.762303,35.8039878,0.5055,0.6036,50.65,29
1669,139.803968,35.8039878,0.5471,0.5953,50.3,28.84
1670,139.845633,35.8039878,0.5724,0.5792,50.22,28.93
1671,139.887298,35.8039878,0.6224,0.602,49.99,29.07
1672,139.928963,35.8039878,0.6577,0.5585,50.09,28.29
1673,139.970628,35.8039878,0.73,0.5498,48.71,28.26
1674,140.012293,35.8039878,0.751,0.5409,48.19,28.98
1675,140.053958,35.8039878,0.7683,0.5604,50,29.56
1676,140.095623,35.8039878,0.7928,0.5355,49.63,29.42
1677,140.137288,35.8039878,0.7875,0.5677,50.3,28.54
1678,140.178953,35.8039878,0.7562,0.5757,51.15,29.16
1679,140.220618,35.8039878,0.7417,0.5747,52.39,30.01
1680,140.262283,35.8039878,0.7032,0.4802,50.75,29.35
1681,140.303948,35.8039878,0.4595,0.07814,0.4563,0.06053
1682,140.345613,35.8039878,0.7676,0.4665,49.11,28.43
1683,140.387278,35.8039878,0.8836,0.5604,51.01,27.98
1684,140.428943,35.8039878,0.873,0.5851,50.36,28.95
1685,140.470608,35.8039878,0.8308,0.5616,50.73,28.68
1686,140.512273,35.8039878,0.8033,0.5712,48.74,28.34
1687,140.553938,35.8039878,0.7564,0.5797,49.63,29.23
1688,140.595603,35.8039878,0.6916,0.5706,49.22,29.12
1689,140.637268,35.8039878,0.6425,0.5426,50.65,28.54
1690,140.678933,35.8039878,0.5774,0.4567,48.32,28.55
1691,140.720598,35.8039878,0.5283,0.07174,0.602,0.05365
1692,140.762263,35.8039878,0.4541,0.4706,49.81,29.56
1693,140.803928,35.8039878,0.4174,0.5192,48.88,28.12
1694,140.845593,35.8039878,0.3455,0.551,50.08,29.33
1695,140.887258,35.8039878,0.2934,0.5497,51.08,29.15
1696,140.928923,35.8039878,0.246,0.5546,49.5,28.71
1697,140.970588,35.8039878,0.1976,0.5563,50.11,29.14
1698,141.012253,35.8039878,0.1567,0.5759,49.97,29.53
1699,141.053918,35.8039878,0.1609,0.6168,49.63,29.01
1700,141.095583,35.8039878,0.1659,0.7022,49.55,28.95
1701,138.304028,35.8456528,-0.2007,0.8125,50.66,28.55
1702,138.345693,35.8456528,-0.2301,0.7201,50.28,28.66
1703,138.387358,35.8456528,-0.2147,0.6589,50.86,29.05
1704,138.429023,35.8456528,-0.2136,0.6584,51.3,29.3
1705,138.470688,35.8456528,-0.2094,0.678,49.16,28.9
1706,138.512353,35.8456528,-0.209,0.6738,50.31,28.67
1707,138.554018,35.8456528,-0.2327,0.6597,50.4,29.45
1708,138.595683,35.8456528,-0.2276,0.6622,51.64,28.86
1709,138.637348,35.8456528,-0.2407,0.6681,50.58,29.16
1710,138.679013,35.8456528,-0.263,0.685,49.58,29.44
1711,138.720678,35.8456528,-0.3083,0.654,50.25,29
1712,138.762343,35.8456528,-0.3228,0.6555,51.41,29.06
1713,138.804008,35.8456528,-0.3167,0.6549,49.68,29.01
1714,138.845673,35.8456528,-0.3521,0.6245,52.32,29.19
1715,138.887338,35.8456528,-0.3566,0.5986,49.82,28.14
1716,138.929003,35.8456528,-0.3982,0.5837,52.7,28.78
1717,138.970668,35.8456528,-0.3957,0.5791,50.29,28.84
1718,139.012333,35.8456528,-0.442,0.56,49.82,29.16
1719,139.053998,35.8456528,-0.4873,0.5391,49.07,29.03
1720,139.095663,35.8456528,-0.4887,0.492,49.32,28.87
1721,139.137328,35.8456528,-0.4735,0.488,51.12,28.41
1722,139.178993,35.8456528,-0.3962,0.4725,50.18,29.23
1723,139.220658,35.8456528,-0.2325,0.4408,49.4,28.07
1724,139.262323,35.8456528,-0.07286,0.08103,0.5347,0.05766
1725,139.303988,35.8456528,0.03059,0.4448,50.56,29.41
1726,139.345653,35.8456528,0.1353,0.4752,50.64,29.57
1727,139.387318,35.8456528,0.2336,0.4744,50.63,28.77
1728,139.428983,35.8456528,0.2629,0.506,48.19,28.83
1729,139.470648,35.8456528,0.2813,0.5159,49.95,28.84
1730,139.512313,35.8456528,0.295,0.4897,50.94,28.74
1731,139.553978,35.8456528,0.251,0.466,49.85,28.4
1732,139.595643,35.8456528,0.3035,0.5032,49.69,28.79
1733,139.637308,35.8456528,0.3473,0.5327,49.1,29.27
1734,139.678973,35.8456528,0.3886,0.5341,50.09,29.58
1735,139.720638,35.8456528,0.4561,0.5606,49.82,29.14
1736,139.762303,35.8456528,0.5023,0.5649,50.33,28.46
1737,139.803968,35.8456528,0.5319,0.5632,48.49,29.31
1738,139.845633,35.8456528,0.5883,0.5695,50.23,29.13
1739,139.887298,35.8456528,0.6453,0.5821,50.85,28.65
1740,139.928963,35.8456528,0.6876,0.5745,49.91,29.2
1741,139.970628,35.8456528,0.7564,0.5686,50.81,28.22
1742,140.012293,35.8456528,0.7743,0.5633,50.73,28.51
1743,140.053958,35.8456528,0.7755,0.5699,50.08,28.63
1744,140.095623,35.8456528,0.7819,0.5612,48.23,29.14
1745,140.137288,35.8456528,0.7663,0.5622,51.43,27.84
1746,140.178953,35.8456528,0.783,0.5541,49.68,29.27
1747,140.220618,35.8456528,0.7917,0.5839,50.69,29.08
1748,140.262283,35.8456528,0.8443,0.5073,49.74,29.4
1749,140.303948,35.8456528,0.8312,0.4746,48.83,29.18
1750,140.345613,35.8456528,0.9765,0.4986,49.57,28.62
1751,140.387278,35.8456528,1.015,0.5627,50.74,28.99
1752,140.428943,35.8456528,0.985,0.5825,48.08,28.49
1753,140.470608,35.8456528,0.919,0.5614,50.04,29.37
1754,140.512273,35.8456528,0.8493,0.5758,51.55,29.3
1755,140.553938,35.8456528,0.7858,0.5724,51.31,28.2
1756,140.595603,35.8456528,0.7195,0.5699,50.31,29.42
1757,140.637268,35.8456528,0.6291,0.5829,50.47,28.56
1758,140.678933,35.8456528,0.5732,0.5182,49.53,28.51
1759,140.720598,35.8456528,0.5054,0.4985,49.76,28.59
1760,140.762263,35.8456528,0.4549,0.5401,49.28,29.23
1761,140.803928,35.8456528,0.4048,0.546,48.93,29.06
1762,140.845593,35.8456528,0.3516,0.5413,50.7,29.75
1763,140.887258,35.8456528,0.3009,0.5572,49.58,29.37
1764,140.928923,35.8456528,0.2687,0.5605,49.88,29.29
1765,140.970588,35.8456528,0.2213,0.5554,49.81,28.3
1766,141.012253,35.8456528,0.192,0.5656,50.1,27.96
1767,141.053918,35.8456528,0.209,0.6213,49.28,28.83
1768,141.095583,35.8456528,0.1918,0.7037,49.19,28.89
1769,138.304028,35.8873178,-0.1699,0.813,50.81,28.72
1770,138.345693,35.8873178,-0.22,0.7365,49.84,28.15
1771,138.387358,35.8873178,-0.1924,0.6631,49.11,28.45
1772,138.429023,35.8873178,-0.1918,0.6769,49.01,28.68
1773,138.470688,35.8873178,-0.1876,0.6771,50.87,28.48
1774,138.512353,35.8873178,-0.2186,0.6606,49.78,28.61
1775,138.554018,35.8873178,-0.2626,0.6588,50.45,28.89
1776,138.595683,35.8873178,-0.27,0.6709,49.84,28.71
1777,138.637348,35.8873178,-0.261,0.6965,49.19,28.48
1778,138.679013,35.8873178,-0.2545,0.6892,51.02,29.72
1779,138.720678,35.8873178,-0.2944,0.6761,49.79,28.17
1780,138.762343,35.8873178,-0.3292,0.6628,49.39,28.22
1781,138.804008,35.8873178,-0.3522,0.652,51.82,28.97
1782,138.845673,35.8873178,-0.3757,0.6409,51.17,29.39
1783,138.887338,35.8873178,-0.3809,0.5945,47.99,29.47
1784,138.929003,35.8873178,-0.4077,0.567,50.52,29.64
1785,138.970668,35.8873178,-0.4275,0.5676,50.33,28.79
1786,139.012333,35.8873178,-0.4618,0.5681,49.66,29.27
1787,139.053998,35.8873178,-0.4941,0.5346,49.23,28.33
1788,139.095663,35.8873178,-0.5242,0.4922,50.5,29.47
1789,139.137328,35.8873178,-0.5321,0.4527,50.82,29.18
1790,139.178993,35.8873178,-0.4484,0.4585,49.95,29.12
1791,139.220658,35.8873178,-0.3352,0.4661,48.68,28.19
1792,139.262323,35.8873178,-0.1732,0.4404,50.39,29.03
1793,139.303988,35.8873178,-0.0183,0.4638,48.83,29.11
1794,139.345653,35.8873178,0.1522,0.4557,49.22,28.27
1795,139.387318,35.8873178,0.3623,0.06141,0.371,0.04468
1796,139.428983,35.8873178,0.3073,0.4658,50.58,28.82
1797,139.470648,35.8873178,0.3133,0.5333,50.36,28.8
1798,139.512313,35.8873178,0.3381,0.5203,50.65,29.29
1799,139.553978,35.8873178,0.3052,0.5207,49.82,29.28
1800,139.595643,35.8873178,0.338,0.5321,49.23,28.54
1801,139.637308,35.8873178,0.3694,0.5402,49.8,28.49
1802,139.678973,35.8873178,0.394,0.5298,49.73,28.79
1803,139.720638,35.8873178,0.4472,0.5451,50,28.71
1804,139.762303,35.8873178,0.4935,0.5595,51.17,28.9
1805,139.803968,35.8873178,0.5311,0.5702,50.73,28.21
1806,139.845633,35.8873178,0.6019,0.5849,50.28,28.53
1807,139.887298,35.8873178,0.6507,0.5935,49.86,29
1808,139.928963,35.8873178,0.7165,0.5851,49.74,28.73
1809,139.970628,35.8873178,0.7591,0.5768,50.31,28.96
1810,140.012293,35.8873178,0.7824,0.5693,50.39,28.17
1811,140.053958,35.8873178,0.8038,0.5651,50.98,29.52
1812,140.095623,35.8873178,0.7802,0.5838,50.21,29.23
1813,140.137288,35.8873178,0.7907,0.5832,48.96,28.4
1814,140.178953,35.8873178,0.8037,0.5718,50.64,29.23
1815,140.220618,35.8873178,0.8525,0.5646,49.98,28.24
1816,140.262283,35.8873178,0.9445,0.5249,50.57,28.8
1817,140.303948,35.8873178,1.061,0.4723,50.31,29.04
1818,140.345613,35.8873178,1.26,0.457,51.22,28.63
1819,140.387278,35.8873178,1.191,0.5292,50.37,28.97
1820,140.428943,35.8873178,1.079,0.5683,50.5,29.09
